,Date,Hits,False Alarms,Misses,Correct Negatives,POD,FAR,Accuracy
0,20190101,2629217,2955841,1889095,34543821,0.5819024892481971,0.5292408780714543,0.884693726546644
1,20190103,2080140,2966143,1515663,34156665,0.5784910908634316,0.587787684519477,0.8899322474433128
2,20190104,1767008,3343693,1817717,33151150,0.4929270725090488,0.6542533010637875,0.871220917351205
3,20190105,1851853,2666898,1564587,35110190,0.5420417159382281,0.5901847656575899,0.89727791705532
4,20190106,1963124,1715268,1336055,31718668,0.595034097877078,0.46630919162503615,0.9169326369408094
5,20190107,2508983,2615531,1478893,32452076,0.629152711869677,0.5103959126660597,0.8951639133486071
6,20190108,1669805,1868342,849367,26867563,0.6628388216445721,0.5280566352952548,0.9130474386609254
7,20190109,2089059,2339088,1349771,34107977,0.6074912106733976,0.5282317863431363,0.9075146991185731
8,20190110,2015502,2608059,1388660,35450121,0.592069942617302,0.5640801538035294,0.9036060481098728
9,20190111,1804125,2454255,1406072,36821142,0.5619982200469317,0.5763353669705381,0.9091379774518393
10,20190112,2274852,2073724,2175642,37117572,0.5111459536851415,0.4768742687261301,0.9026308040985487
11,20190113,2318840,2093886,2334775,35506910,0.4982878901671067,0.4745107672672176,0.8951905636549993
12,20190114,2737744,2260098,2109863,33774792,0.5647619536814762,0.45221477589727727,0.8931092442812385
13,20190115,2017153,2408713,1862257,32117019,0.5199638604839396,0.5442354106518362,0.8887917144011601
14,20190116,2007642,2037541,1936897,36396989,0.5089674610898764,0.503695630086451,0.906216958187543
15,20190117,2826541,2064588,1550536,35936026,0.6457599443646982,0.42210867879379177,0.9146927566204587
16,20190118,2446446,1831567,1985999,31572945,0.5519405204125488,0.4281349776169451,0.8991048355183531
17,20190119,3179621,3049810,2345550,34260903,0.5754792023631485,0.4895808300950761,0.8740457883395146
18,20190120,3113566,3090061,1653388,33913684,0.6531562922570682,0.4981055437407826,0.8864407559950098
19,20190121,2588008,2581054,2487626,36064200,0.5098886168703259,0.49932734411001456,0.8840673135458731
20,20190122,3114624,2435746,1830467,37091553,0.6298415944216194,0.4388438968933603,0.904070525555294
21,20190123,3401660,2811506,2209266,36764121,0.6062564361034168,0.4525077874951353,0.8888879176068155
22,20190124,3748422,2684736,2185506,36884984,0.6316932055798452,0.417327850489604,0.8929702954804855
23,20190125,3571291,2697093,2069184,36008246,0.6331542999481427,0.4302692687620924,0.8925202500511097
24,20190129,4267299,2349231,2377146,32111416,0.6422355817528778,0.3550548399236458,0.8850172382535965
25,20190201,3864100,2571688,2330976,34580069,0.6237373036262993,0.3995917827001138,0.8868968351159587
26,20190202,3953141,2242123,2176668,33595790,0.6449044334007797,0.36190919386163367,0.8947097724293923
27,20190203,4181679,2554384,2403573,34420354,0.6350066785599093,0.3792102300705917,0.8861809426494359
28,20190204,3325490,2592219,1908695,33583303,0.6353405544511705,0.43804435128526936,0.8913077554497065
29,20190205,3680060,2234356,2744282,32929582,0.5728306494268207,0.37778133969609173,0.8802874752213845
30,20190206,3962286,1915235,2344480,33385719,0.6282595548970741,0.3258576192241593,0.8976220038012177
31,20190207,3258593,1684598,1926181,29021799,0.6284927751913584,0.3407916060698444,0.8993964560253551
32,20190208,4199509,1982070,2518733,25822711,0.6250904626537717,0.3206413765803203,0.8696289429810362
33,20190209,5576100,2578260,2581263,30168667,0.6835664907887512,0.31618177269583386,0.8738635238504323
34,20190210,6029908,3166611,2480937,31230689,0.7084969823795405,0.3443271307328349,0.8683805137695885
35,20190211,7791591,2845195,2961981,31170801,0.724558407197162,0.2674863440892766,0.8702874238143196
36,20190212,8411220,3127542,2700298,32882458,0.7569820793162554,0.2710465819470061,0.8763231693851629
37,20190213,8523935,3147985,2896825,32940793,0.7463544457636795,0.26970584102701184,0.8727663906140278
38,20190214,9332952,3560988,3159452,32489696,0.7470901517434114,0.27617531956872765,0.861557221081609
39,20190215,9542359,3772100,2742898,32828466,0.7767325502429456,0.2833085444928705,0.8667303197493473
40,20190216,7984907,3686602,4364012,33230493,0.6466077719029496,0.31586335580086516,0.8365888906701484
41,20190217,9278710,3737970,3467337,34299310,0.72796765930645,0.28716769560287264,0.8581166806971903
42,20190218,10428580,3938076,4390714,33923455,0.7037163848696166,0.27411222207867997,0.8419009193572804
43,20190219,12610244,4219610,4308002,32876366,0.7453635560092932,0.25072172343265725,0.8421228394255128
44,20190220,11950497,5070459,4516972,32663795,0.7257033245363935,0.2978950771037773,0.8231157522427839
45,20190221,11667438,4386915,4024834,32450504,0.7435148970142755,0.27325392683218064,0.8398667717272504
46,20190222,13565187,4190045,4273519,34303169,0.7604355943755113,0.23598931289661548,0.8497554494858333
47,20190223,13858378,3860115,3677369,33866138,0.7902929940766139,0.21785797471602128,0.8636045745720387
48,20190224,15836996,4337363,4691617,36778440,0.7714596207741848,0.2149938444140902,0.8535312590194707
49,20190225,12541416,3572772,4511502,36758615,0.7354410547215439,0.22171591891567854,0.8591204685671456
50,20190226,14294305,3300077,4853210,33643367,0.7465357776191845,0.18756424636000288,0.8546416901162271
51,20190227,14656477,3667501,3830378,31483431,0.7928053203208442,0.2001476426134107,0.8602127451678795
52,20190228,16112404,4021847,4131972,33059299,0.7958953143332251,0.19975150801487476,0.8577628477591535
53,20190301,17968230,3863583,4660600,33609537,0.7940414948541308,0.17697032307852764,0.8581712739769675
54,20190302,18555300,3603799,4783822,33546983,0.7950299072947131,0.16263292113095393,0.8613384970820915
55,20190303,19452633,3441725,4808875,36371110,0.801789938201698,0.15033070593200298,0.8712339508498745
56,20190304,19320060,4161057,4969853,35242836,0.7953943680242905,0.17720864812351134,0.856643674268735
57,20190305,19121029,4229593,4890015,35931519,0.7963430911209025,0.1811340614395625,0.857888396331892
58,20190306,19959756,3943010,5040860,36404090,0.7983705681492008,0.16496040667427359,0.8625220505028821
59,20190307,19339820,3408851,5822961,34249089,0.7685883368773905,0.1498483581744182,0.8530451122966258
60,20190308,20158148,3256693,4819469,32799270,0.8070484866510684,0.13908670146425509,0.8676767445068764
61,20190309,20627194,3485941,4550547,35296794,0.8192630943339992,0.14456606326800725,0.8743522796797197
62,20190310,19985212,3604894,4691162,33818769,0.8098925717368363,0.15281381101042954,0.8664081955377901
63,20190313,22557575,3359146,5086572,37486182,0.8159982292092427,0.12961307875328829,0.8766858995487993
64,20190314,23388920,3614260,4198630,36738435,0.8478070723931629,0.13384571743031748,0.885003505654123
65,20190315,25334966,3927482,4668475,34737373,0.8444020137556889,0.134215770327896,0.8748191305052917
66,20190316,26078188,3957158,4590536,35561353,0.8503186503618475,0.13175003877098668,0.8782158322663658
67,20190317,26872471,3498020,4510260,38255344,0.856282106232246,0.11517824983468328,0.8905016736264084
68,20190318,21149781,3233699,3862014,37717435,0.8455922895577866,0.13261843674487808,0.8924287761691116
69,20190319,26272150,3849111,5260323,37337431,0.8331775944119575,0.12778717995903294,0.8747310589946797
70,20190320,26162577,4540022,4719821,37879294,0.8471679239416576,0.14787093431406248,0.873674945718186
71,20190321,24493939,4336209,4141346,23761700,0.8553761207545166,0.15040536732589788,0.8505715190299351
72,20190322,25259378,4620966,4258858,36498021,0.8557211210046562,0.15464902278233478,0.8742897353141983
73,20190323,26988000,4318621,4502531,35931127,0.8570195275525839,0.13794593162896757,0.8770404558922889
74,20190324,27908393,3917890,4707335,34372036,0.8556728520669538,0.12310234280264522,0.8783563155626489
75,20190325,20802279,2572826,4094563,26433436,0.835538860711732,0.11006692804160666,0.8763078838650924
76,20190326,27893180,3738189,4866310,35915716,0.8514534261675014,0.11817980435813574,0.8811753129376133
77,20190327,28427971,4407798,5253696,35571873,0.8440191217376504,0.13423769670203248,0.8688390102281335
78,20190328,29973359,3907359,5153707,36777891,0.8532838751747727,0.11532692429953816,0.8804802903000616
79,20190329,30892912,3740241,4933785,38179721,0.8622874723840716,0.10799597137459589,0.8884321704422051
80,20190330,32609091,4221826,4874150,38144921,0.8699645529584809,0.11462723016100848,0.8860866954670049
81,20190331,28373765,3352234,4641847,33114695,0.8594044841573738,0.10566204708006201,0.884948349830787
82,20190401,31392671,4139937,4592858,40335654,0.8723693071178695,0.11651092427552742,0.8914656544676485
83,20190402,30311086,4031177,4771193,39483390,0.8639999128904938,0.11738239265129383,0.8880060657904771
84,20190403,29967106,3203302,3853971,39251255,0.8860482473695324,0.09657107624362052,0.9074767048150658
85,20190404,31290175,3484130,4143850,38159340,0.8830544935270549,0.10019265661815527,0.9010349259534187
86,20190405,34128981,3848194,4249136,35469667,0.8892823220065748,0.10132912729817319,0.8957818640239009
87,20190406,31911358,3493465,4436564,37493304,0.877941743134587,0.09867200861306381,0.8974583217769629
88,20190407,31712568,3728140,4265511,39594787,0.8814413910203488,0.10519372242789281,0.8991986179847453
89,20190408,31437171,3961529,3789360,40229316,0.8924288060042018,0.11191170862206805,0.9024031088612144
90,20190409,30365697,4240905,4095015,42157420,0.8811685899002899,0.12254612573635516,0.8969079980509785
91,20190410,31179338,3941046,3492749,41926875,0.8992633757523739,0.11221534479805233,0.9077005927290198
92,20190411,31002060,3869613,3752654,41832976,0.8920246042018933,0.11096723119650727,0.9052632052555876
93,20190412,28436345,3762368,4023756,40248102,0.876039942081511,0.11684839701512294,0.8981814324362767
94,20190413,27149979,3717921,4103276,38723736,0.8687088432868832,0.12044619167484669,0.8938705971994376
95,20190414,31090091,3914828,4115415,37265824,0.8831030862047544,0.11183651074867507,0.8948730606401227
96,20190415,30539835,3645472,3459700,39907509,0.8982427259666934,0.10663856258479704,0.9083824437107881
97,20190416,29081190,3751499,3138187,38857538,0.9025993891812372,0.11426109509336868,0.9079268738744082
98,20190417,29779314,3863423,2988372,42080262,0.9088012501096354,0.11483676253807769,0.9129503791771078
99,20190418,30074971,4234804,3785373,45305851,0.8882063041060658,0.1234284981466652,0.9038359600464738
100,20190419,28875484,3883448,3324577,43622030,0.8967524626739061,0.11854623343642583,0.9095668244587117
101,20190420,28131416,3897264,3135591,45564426,0.8997156651418539,0.1216804439021527,0.9128828376853401
102,20190421,27226812,3597645,3723600,45730862,0.8796914238169108,0.11671397812457815,0.9088023968035743
103,20190422,28382089,3706467,3426911,45045379,0.8922659939010972,0.11550744134450924,0.9114535366224927
104,20190423,28878892,3752273,3346195,43090908,0.8961618008975429,0.11499047000007508,0.9102235551688068
105,20190424,28606346,4065262,3357266,45402369,0.8949660007135614,0.12442797428274727,0.9088491379162663
106,20190425,28568386,4510079,3769660,49039533,0.8834295677605258,0.1363448696909001,0.9035980350052157
107,20190426,27437279,4164937,2813376,47623879,0.9069978484763388,0.13179256163555111,0.9149395661022729
108,20190427,27886717,5019882,3364597,46610278,0.8923374229960379,0.1525494020211569,0.8988377185473319
109,20190428,28655428,5239621,3032208,47445378,0.9043094284471079,0.15458366795693376,0.9019607601445658
110,20190429,27327576,4958982,3450276,44810769,0.8878974400162818,0.1535927738100791,0.895598904414325
111,20190430,25768515,4962685,3226988,45610063,0.8887072936792991,0.16148686025928047,0.8970736079142924
112,20190501,26633412,4828758,2814593,47536075,0.9044216068287139,0.15347822480140436,0.9065751636680786
113,20190502,26974394,4940332,3286445,45964643,0.8913961043842836,0.15479788233181133,0.8986423397417046
114,20190503,27809511,4826454,2750593,45336572,0.9099939908581463,0.1478875835293977,0.9061353666538946
115,20190504,26418742,5200890,3122642,44532846,0.8942960153796451,0.16448293895387525,0.8950044856444241
116,20190505,26072110,5835652,3403900,46868765,0.8845196483513202,0.18289129773501508,0.8875699197815071
117,20190506,25698817,5960037,3212364,47171227,0.8888885237860051,0.18825814099272198,0.888199321704759
118,20190507,25645107,6029449,3142773,47697826,0.8908299951229476,0.19035622788208933,0.8888419709082531
119,20190508,24808506,6241994,3001239,47224162,0.8920795929628266,0.20102716542406723,0.8862733862525868
120,20190509,25012417,6183892,2825721,48139241,0.8984946119600384,0.19822511695213688,0.8903423365979818
121,20190510,23093672,6098589,3336795,50288474,0.8737519469481942,0.2089111562821393,0.8860702075997678
122,20190511,22052004,5907904,3075428,51129324,0.8776067526518428,0.21129912158509248,0.8906667172967064
123,20190512,21788986,5844575,3619531,51596276,0.8575465463017775,0.21150278098432554,0.8857673120692967
124,20190513,21978950,5938578,2480482,54143616,0.8985879148788083,0.21271861892643218,0.9004152108453651
125,20190514,20922394,6118906,2323625,53553787,0.9000420243999628,0.22628002351957932,0.8981830422064443
126,20190515,21215856,6380975,2176066,53043327,0.9069736125146108,0.23122129493781368,0.8966743400423569
127,20190516,20462201,5572393,1980992,50602868,0.9117330586605925,0.21403802187197543,0.9039235113933937
128,20190517,20194813,5729903,2309390,50396950,0.8973796139325618,0.22102085901346036,0.897759315352448
129,20190518,19831335,5870599,2163229,48074893,0.9016471069851624,0.2284107880753254,0.8942082950268038
130,20190519,19801265,5807379,1904163,50910820,0.9122724969993681,0.22677417047150172,0.9016681286622972
131,20190520,19745297,6644719,2227717,52147322,0.8986157747862902,0.2517891235837068,0.8901451128832885
132,20190521,19446555,7120759,1960480,55076336,0.9084188912663524,0.2680270576092111,0.8913781053639336
133,20190522,18377959,6313300,2260598,55408316,0.8904672453602255,0.25568967544344334,0.8958975231875728
134,20190523,17739760,6042485,1929466,54538952,0.9019043250608845,0.25407546680307097,0.9006618674290578
135,20190524,17775562,6247096,1704261,55072413,0.9125114740518946,0.2600501576470014,0.9015913027597803
136,20190525,17211004,6392682,1763865,54476013,0.9070420459819776,0.2708340553250878,0.8978434003772677
137,20190526,16671590,6730419,1309696,56750123,0.9271633853107059,0.2876000517733328,0.9013020552399095
138,20190527,16082006,7302730,1892687,56751098,0.8947026800402099,0.31228618531335994,0.8878997586705238
139,20190528,15157065,6488652,2207001,53914461,0.8728983752998866,0.2997660922943786,0.8881835099097526
140,20190529,14226311,6681724,2436338,60855253,0.8537844732851301,0.31957685167448785,0.8917089964271337
141,20190530,14016579,6933775,2212779,61323313,0.86365578971146,0.33096218803749095,0.8917393921387107
142,20190531,13408957,7451526,1900768,62675714,0.8758457124474803,0.35720774058778987,0.8905357417600216
